"cdm_name","result_type","package_name","package_version","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Antithrombotics","Flag","count","integer","0","table and window","medications and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Antithrombotics","Flag","percentage","percentage","0","table and window","medications and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Antiinflam antirheumatic","Flag","count","integer","216","table and window","medications and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Antiinflam antirheumatic","Flag","percentage","percentage","32.0950965824666","table and window","medications and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Antiepileptics","Flag","count","integer","5","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Antiepileptics","Flag","percentage","percentage","0.742942050520059","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Antiinflam antirheumatic","Flag","count","integer","216","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Antiinflam antirheumatic","Flag","percentage","percentage","32.0950965824666","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Psychostimulants","Flag","count","integer","3","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Psychostimulants","Flag","percentage","percentage","0.445765230312036","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Antithrombotics","Flag","count","integer","0","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Antithrombotics","Flag","percentage","percentage","0","table and window","medications and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Gastroesophageal reflux disease","Flag","count","integer","3","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Gastroesophageal reflux disease","Flag","percentage","percentage","0.445765230312036","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Gastroesophageal reflux disease","Flag","count","integer","3","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Gastroesophageal reflux disease","Flag","percentage","percentage","0.445765230312036","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypertension","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypertension","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Gastroesophageal reflux disease","Flag","count","integer","3","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Gastroesophageal reflux disease","Flag","percentage","percentage","0.445765230312036","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Anxiety","Flag","count","integer","37","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Anxiety","Flag","percentage","percentage","5.49777117384844","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Anxiety","Flag","count","integer","37","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Anxiety","Flag","percentage","percentage","5.49777117384844","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Asthma","Flag","count","integer","75","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Asthma","Flag","percentage","percentage","11.1441307578009","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypertension","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypertension","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Inflammatory bowel disease","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Inflammatory bowel disease","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Asthma","Flag","count","integer","75","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Asthma","Flag","percentage","percentage","11.1441307578009","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Asthma","Flag","count","integer","75","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Asthma","Flag","percentage","percentage","11.1441307578009","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Copd","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Copd","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypothyroidism","Flag","count","integer","1","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypothyroidism","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Inflammatory bowel disease","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Inflammatory bowel disease","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Depressive disorder","Flag","count","integer","2","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Depressive disorder","Flag","percentage","percentage","0.297176820208024","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Autoimmune disease","Flag","count","integer","8","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Autoimmune disease","Flag","percentage","percentage","1.1887072808321","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Rheumatoid arthritis","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Rheumatoid arthritis","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypothyroidism","Flag","count","integer","1","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypothyroidism","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic kidney disease","Flag","count","integer","1","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic kidney disease","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Copd","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Copd","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Rheumatoid arthritis","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Rheumatoid arthritis","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Depressive disorder","Flag","count","integer","2","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Depressive disorder","Flag","percentage","percentage","0.297176820208024","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Malignant neoplastic disease","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Malignant neoplastic disease","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Osteoporosis","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Osteoporosis","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic kidney disease","Flag","count","integer","1","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic kidney disease","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Inflammatory bowel disease","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Inflammatory bowel disease","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Pneumonia","Flag","count","integer","8","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Pneumonia","Flag","percentage","percentage","1.1887072808321","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Diabetes 1","Flag","count","integer","1","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Diabetes 1","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Osteoporosis","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Osteoporosis","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic kidney disease","Flag","count","integer","1","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic kidney disease","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Autoimmune disease","Flag","count","integer","8","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Autoimmune disease","Flag","percentage","percentage","1.1887072808321","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Copd","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Copd","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Autoimmune disease","Flag","count","integer","8","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Autoimmune disease","Flag","percentage","percentage","1.1887072808321","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Pneumonia","Flag","count","integer","8","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Pneumonia","Flag","percentage","percentage","1.1887072808321","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Pneumonia","Flag","count","integer","8","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Pneumonia","Flag","percentage","percentage","1.1887072808321","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Diabetes 1","Flag","count","integer","1","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Diabetes 1","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Malignant neoplastic disease","Flag","count","integer","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Malignant neoplastic disease","Flag","percentage","percentage","0","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypothyroidism","Flag","count","integer","1","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypothyroidism","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -inf to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Depressive disorder","Flag","count","integer","2","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Depressive disorder","Flag","percentage","percentage","0.297176820208024","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Rheumatoid arthritis","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Rheumatoid arthritis","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypertension","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hypertension","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Anxiety","Flag","count","integer","37","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Anxiety","Flag","percentage","percentage","5.49777117384844","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Diabetes 1","Flag","count","integer","1","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Diabetes 1","Flag","percentage","percentage","0.148588410104012","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Malignant neoplastic disease","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Malignant neoplastic disease","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Osteoporosis","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Osteoporosis","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hiv","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hiv","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Dementia","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Dementia","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic liver disease","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Chronic liver disease","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Heart failure","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Heart failure","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Myocardial infarction","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Stroke","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Stroke","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Venous thromboembolism","Flag","count","integer","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Venous thromboembolism","Flag","percentage","percentage","0","table and window","conditions and -365 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hiv","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Hiv","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Dementia","Flag","count","integer","0","table and window","conditions and -30 to -1"
"Clinical Practice Research Datalink, GOLD 202307  release","summarised_characteristics","PatientProfiles","0.6.0","cohort_name","total_unvac_matched_cohort","age_group","0 to 15","Dementia","Flag","percentage","percentage","0","table and window","conditions and -30 to -1"
